CustomerID,TransactionDate,TransactionAmount
CUST10854,5/30/25,1151.93
CUST10005,5/6/23,770.34
CUST10890,3/3/22,844.62
CUST10755,3/25/23,298.63
CUST10657,9/29/24,542.13
CUST10228,2/16/22,341.22
CUST10203,6/23/22,1195.61
CUST10963,12/13/20,725.57
CUST10735,2/21/25,3198.09
CUST10818,1/24/23,110.78
CUST10854,8/4/23,3762.6
CUST10393,11/22/23,682.92
CUST10199,1/13/25,2022.11
CUST10310,9/2/24,661.29
CUST10834,1/7/25,252.24
CUST10316,6/23/25,1052.56
CUST10675,9/22/24,764.05
CUST10797,6/26/25,494.98
CUST10383,4/12/25,1027.95
CUST10999,9/3/23,787.02
CUST10928,2/20/25,2766.52
CUST10238,1/5/25,1775.93
CUST10028,9/8/22,1285.73
CUST10694,11/18/22,1135.13
CUST10912,5/28/24,600.43
CUST10851,3/24/25,1486.42
CUST10255,11/10/23,235.35
CUST10610,2/16/25,135.19
CUST10284,10/4/23,299.58
CUST10312,4/15/25,2841.04
CUST10185,8/30/24,639.85
CUST10817,6/13/24,232.38
CUST10681,4/29/23,262.77
CUST10717,2/27/24,1536.17
CUST10117,5/4/24,2112.09
CUST10902,11/19/23,919.48
CUST10015,9/27/22,2298.85
CUST10356,6/30/24,905.97
CUST10746,1/17/25,528.35
CUST10961,7/20/24,711.46
CUST10158,11/24/23,1000
CUST10711,10/19/23,970.52
CUST10579,11/27/24,757.97
CUST10768,3/12/25,263.89
CUST10398,10/31/24,152.49
CUST10862,7/9/23,1487.39
CUST10502,11/26/22,551.33
CUST10466,7/28/23,648.28
CUST10798,3/23/23,391.83
CUST10859,1/31/25,1349.14
CUST10702,9/27/23,2633.5
CUST10912,6/4/24,242.71
CUST10115,4/20/22,18.06
CUST10994,12/21/24,2814.01
CUST10231,6/12/24,2982.37
CUST10613,9/15/24,1271.42
CUST10359,4/3/25,903.8
CUST10063,5/30/22,185.52
CUST10084,6/15/24,1459.07
CUST10247,7/22/22,614.25
CUST10175,6/22/23,1030.98
CUST10202,5/23/24,1014.5
CUST10437,3/22/24,1497.84
CUST10143,3/29/21,2279.29
CUST10764,11/23/22,1425.37
CUST10387,2/19/25,1544.99
CUST10410,4/12/23,206.36
CUST10601,9/16/24,1908.66
CUST10360,7/10/24,423.65
CUST10928,1/17/24,581.62
CUST10084,9/20/24,873.17
CUST10038,1/19/24,977.18
CUST10980,6/30/23,300.44
CUST10873,1/25/23,886.67
CUST10560,4/16/25,1193.25
CUST10466,10/16/22,466.65
CUST10820,5/5/24,1132.77
CUST10870,4/30/24,1449.48
CUST10847,1/9/25,198.75
CUST10587,1/7/23,404.12
CUST10362,12/14/24,384.36
CUST10294,9/24/22,841.98
CUST10719,12/22/24,460.53
CUST10381,6/21/25,1789.17
CUST10761,11/15/20,1046.32
CUST10801,12/27/22,1486.97
CUST10336,6/30/23,1331.3
CUST10994,1/7/24,800.73
CUST10946,9/9/21,748.61
CUST10383,3/4/24,417.37
CUST10903,11/20/22,1301.97
CUST10957,1/18/25,1615.41
CUST10011,7/4/21,688.99
CUST10954,1/28/25,1823.64
CUST10875,9/22/24,341.22
CUST10117,12/29/23,766.28
CUST10396,3/30/23,2165.19
CUST10308,3/9/23,494.67
CUST10980,1/11/25,78.05
CUST10279,2/14/24,579.23
CUST10059,9/25/24,1060.1
CUST10685,1/2/24,764.33
CUST10863,10/28/24,838.86
CUST10779,1/11/24,729.41
CUST10523,12/25/24,725.88
CUST10491,1/16/22,1670.21
CUST10283,6/20/24,1579.44
CUST10053,3/16/25,457.65
CUST10503,11/30/23,532.43
CUST10325,8/17/23,575.94
CUST10854,4/28/24,470.27
CUST10721,4/7/24,1082.2
CUST10438,8/4/24,1211.99
CUST10755,6/6/25,18.6
CUST10466,3/15/25,1270.56
CUST10595,3/2/23,1060.67
CUST10905,10/19/24,1514.38
CUST10575,8/12/21,594.15
CUST10860,7/29/24,3115.17
CUST10524,8/10/23,422.16
CUST10225,7/27/25,136.11
CUST10174,5/3/25,1385.12
CUST10523,4/8/23,182.43
CUST10042,9/3/23,576.36
CUST10410,1/3/22,760.68
CUST10262,10/1/22,725.13
CUST10196,1/21/24,210.03
CUST10322,8/6/23,2574.76
CUST10206,3/4/25,332.44
CUST10758,4/10/21,1458.61
CUST10114,11/8/22,810.71
CUST10627,9/14/23,3073.03
CUST10171,4/14/25,1093.57
CUST10430,6/28/24,1909.39
CUST10431,12/21/22,589.1
CUST10579,12/4/24,890.4
CUST10258,5/7/23,404.12
CUST10621,1/22/23,1160.16
CUST10742,1/29/24,1768.59
CUST10132,11/28/24,2564.22
CUST10095,11/23/22,794.79
CUST10264,1/9/24,425.32
CUST10245,8/19/24,1781.05
CUST10719,7/10/25,1050.09
CUST10984,9/28/22,80.73
CUST10286,8/15/24,614.06
CUST10584,1/29/25,436.92
CUST10895,6/24/23,560.73
CUST10188,7/29/25,1080.42
CUST10464,10/25/23,1882.1
CUST10840,9/9/24,1780.9
CUST10435,5/12/24,1814.52
CUST10017,7/31/23,801.66
CUST10148,6/17/25,1472.07
CUST10312,10/11/24,2604.72
CUST10522,5/20/24,286.38
CUST10141,9/6/24,2043.92
CUST10145,9/26/24,395.7
CUST10421,3/25/25,1660.74
CUST10037,3/2/22,534.83
CUST10478,7/24/24,1783.51
CUST10519,2/22/23,1763.07
CUST10938,12/8/23,376.31
CUST10767,2/4/23,491.34
CUST10507,10/17/23,505.78
CUST10874,11/22/24,1706.25
CUST10920,11/14/24,1291.08
CUST10530,11/5/22,1158.99
CUST10981,12/2/24,2571.17
CUST10743,5/7/22,1442.63
CUST10045,7/2/24,758.99
CUST10396,1/22/24,591.11
CUST10108,10/8/23,560.71
CUST10705,11/17/23,1159.77
CUST10829,9/21/23,460.44
CUST10750,2/21/22,429.68
CUST10301,7/11/24,1349.01
CUST10423,4/28/22,1870.32
CUST10474,10/14/24,2488.96
CUST10110,12/22/22,767.17
CUST10670,7/14/23,1309.9
CUST10545,6/2/25,593.21
CUST10437,5/9/24,1160.43
CUST10831,1/17/25,1223.46
CUST10887,5/10/23,62.8
CUST10420,10/19/21,143.27
CUST10027,6/30/25,870.75
CUST10880,6/28/25,677.09
CUST10268,12/18/20,961.59
CUST10615,4/29/22,519.81
CUST10063,3/10/25,892.58
CUST10298,12/3/23,2474.55
CUST10265,1/3/25,966.98
CUST10333,10/20/24,1365.81
CUST10518,11/28/22,433.53
CUST10029,8/31/24,955.74
CUST10143,10/24/23,1771.79
CUST10556,6/29/23,918.98
CUST10056,12/8/21,2564.44
CUST10223,6/28/23,1992.82
CUST10323,11/2/24,500.82
CUST10759,1/26/25,2378.61
CUST10099,9/28/24,413.75
CUST10167,12/9/21,681.21
CUST10309,1/18/25,1105.59
CUST10761,11/4/21,1357.42
CUST10422,2/2/24,625.39
CUST10532,8/2/22,588.26
CUST10799,2/24/25,444.71
CUST10985,7/4/23,147.32
CUST10146,5/5/22,1996.86
CUST10081,2/13/23,288.03
CUST10998,8/25/22,1671.32
CUST10536,3/16/24,197.41
CUST10507,12/12/23,697.85
CUST10932,9/16/23,2188.13
CUST10996,6/4/25,1514.38
CUST10533,5/10/25,746.36
CUST10064,10/12/24,160.26
CUST10436,9/6/23,6890.19
CUST10374,12/14/24,1326.07
CUST10945,12/6/23,904.56
CUST10643,7/6/25,570.3
CUST10848,7/18/24,1322.3
CUST10153,1/14/24,928.57
CUST10800,6/15/23,1210.69
CUST10471,10/20/24,1097.62
CUST10415,10/26/24,741.11
CUST10626,12/29/23,720.47
CUST10335,6/28/24,1765.2
CUST10697,8/5/21,301.44
CUST10288,1/1/25,790.57
CUST10510,4/30/24,1830.34
CUST10997,4/30/24,815.69
CUST10568,1/13/22,928.15
CUST10079,7/10/23,504.94
CUST10542,5/27/23,649.3
CUST10138,3/10/24,1208.57
CUST10018,8/31/23,2497.1
CUST10647,2/19/22,1337.57
CUST10090,5/11/24,1645.93
CUST10904,9/15/22,314.89
CUST10990,8/5/22,1195.56
CUST10210,2/4/25,201.18
CUST10623,8/3/23,542.49
CUST10609,4/21/25,230.98
CUST10880,12/18/22,2188.84
CUST10713,6/4/21,1449.9
CUST10372,3/14/22,473.62
CUST10491,2/29/24,1900.71
CUST10527,1/17/25,321.49
CUST10151,5/6/22,1113.71
CUST10787,3/11/24,123.41
CUST10876,6/20/25,1545.88
CUST10178,11/28/24,961.99
CUST10928,5/1/25,1411.16
CUST10719,12/22/24,189.36
CUST10135,10/17/23,808.3
CUST10434,5/2/22,694.22
CUST10777,5/9/23,506.01
CUST10046,7/15/25,1208.04
CUST10076,7/1/23,1644.51
CUST10364,11/24/24,1733.72
CUST10653,9/29/23,326.43
CUST10758,10/22/22,1401.7
CUST10712,10/28/23,546.08
CUST10818,7/8/24,730.42
CUST10319,2/4/25,2320.07
CUST10701,10/6/24,1880.04
CUST10257,8/10/23,1731.32
CUST10740,2/4/25,859.67
CUST10369,12/15/22,766.49
CUST10378,3/23/24,18.17
CUST10954,2/6/25,1365.1
CUST10317,4/16/24,560.97
CUST10416,5/10/24,323.03
CUST10408,6/2/23,1054.9
CUST10487,4/2/24,1127.2
CUST10448,12/30/20,1520.73
CUST10377,6/5/23,1056.03
CUST10333,1/3/23,820.98
CUST10906,7/13/24,1117.45
CUST10638,3/28/22,341.58
CUST10717,4/18/25,2788.32
CUST10422,11/26/23,219.14
CUST10155,9/2/24,1418.49
CUST10818,7/18/21,927.28
CUST10135,7/29/24,366.8
CUST10717,12/9/24,721.04
CUST10489,3/19/25,671.83
CUST10256,11/12/23,751.19
CUST10652,10/30/24,279.8
CUST10920,6/6/23,570.31
CUST10710,1/9/25,795.6
CUST10258,10/26/22,2162.22
CUST10437,4/3/21,230.73
CUST10983,8/19/23,1988.58
CUST10591,1/6/24,506.42
CUST10482,11/5/24,55.31
CUST10619,6/3/25,1033.46
CUST10049,4/4/23,2222.64
CUST10301,10/13/22,1051.57
CUST10543,3/4/25,714.67
CUST10824,4/24/25,1606.77
CUST10505,6/23/25,548.52
CUST10352,9/6/24,844.98
CUST10506,4/16/22,905.03
CUST10134,10/7/23,852.47
CUST10457,8/4/24,1625.56
CUST10148,4/19/23,1395.22
CUST10909,5/1/24,611.58
CUST10663,3/7/25,334.93
CUST10712,7/19/24,269.87
CUST10485,10/16/24,178.21
CUST10977,3/22/25,497.22
CUST10865,5/25/24,1225.37
CUST10154,9/5/24,835.92
CUST10897,12/21/22,2270.69
CUST10238,8/25/24,833.09
CUST10341,4/5/23,1978.24
CUST10798,5/11/23,580.87
CUST10071,9/28/23,357.89
CUST10699,9/28/23,456.35
CUST10566,1/25/25,2274.06
CUST10576,9/24/24,290.03
CUST10601,7/11/25,309.07
CUST10373,5/25/25,2483.07
CUST10174,1/31/25,1197.3
CUST10811,3/3/24,996.11
CUST10430,5/20/24,616.82
CUST10640,2/20/25,1613.78
CUST10419,3/19/24,896.68
CUST10311,2/20/25,393.33
CUST10276,9/6/24,364.08
CUST10226,2/14/23,1351.89
CUST10631,7/6/24,303.69
CUST10010,8/16/22,622.3
CUST10876,1/5/25,1203.98
CUST10671,4/3/25,413.75
CUST10491,9/15/21,865.41
CUST10366,6/24/25,504.74
CUST10082,10/21/24,1522.42
CUST10851,6/4/25,1139.61
CUST10269,7/30/22,865.42
CUST10497,7/27/25,1773.33
CUST10736,5/31/22,456.97
CUST10402,12/17/20,1477.26
CUST10470,10/25/23,1445.47
CUST10837,9/28/23,775.08
CUST10046,4/23/25,689.02
CUST10437,7/20/21,434.54
CUST10259,6/6/24,2690.77
CUST10499,9/7/23,517.29
CUST10542,1/3/23,318.68
CUST10153,6/24/23,3524.16
CUST10329,1/20/24,1002
CUST10151,5/18/22,640.08
CUST10210,9/16/22,813.54
CUST10753,5/5/23,756.94
CUST10390,3/24/25,466.58
CUST10124,3/31/23,316.61
CUST10113,8/15/22,784.81
CUST10803,3/14/24,821.88
CUST10908,3/16/25,502.87
CUST10914,9/15/21,931.71
CUST10329,1/23/24,1259.61
CUST10147,4/23/24,739.91
CUST10480,6/11/24,1574.98
CUST10643,3/10/23,581.27
CUST10533,8/29/24,958.92
CUST10818,10/27/23,2219.88
CUST10459,1/20/23,1349.8
CUST10886,8/27/24,1289.25
CUST10943,6/16/25,3363.88
CUST10538,10/13/23,702.31
CUST10158,7/5/24,1681.65
CUST10963,2/19/21,1220.02
CUST10505,9/13/23,561.73
CUST10862,1/9/23,1347.28
CUST10159,3/12/23,3589.95
CUST10871,12/26/23,1296.45
CUST10062,9/13/24,627.75
CUST10193,12/12/24,1191.79
CUST10721,1/28/23,218.19
CUST10408,3/14/25,1016.83
CUST10342,4/18/23,676.26
CUST10659,8/30/24,1722.25
CUST10758,5/13/24,144.92
CUST10264,7/8/24,866.24
CUST10499,9/1/22,1327.55
CUST10296,10/8/21,944.21
CUST10037,6/13/21,1443.33
CUST10446,3/2/25,896.17
CUST10082,6/20/25,886.55
CUST10219,6/17/24,570.42
CUST10027,8/27/24,2490.16
CUST10971,5/8/25,1118.02
CUST10589,12/26/24,715.44
CUST10327,11/6/24,179.19
CUST10414,12/2/23,1265.28
CUST10831,2/25/25,1194.89
CUST10298,10/2/24,193.09
CUST10252,2/20/22,1294.29
CUST10307,3/11/22,1412.56
CUST10846,6/24/22,2794.13
CUST10442,8/12/23,500.18
CUST10358,1/5/25,1830.17
CUST10885,9/8/23,1732.37
CUST10452,4/3/23,1422.22
CUST10912,2/7/24,1372.65
CUST10332,9/14/23,603.64
CUST10843,8/3/21,282.71
CUST10697,11/21/24,2078.93
CUST10763,3/15/23,1285.84
CUST10284,1/2/22,661.81
CUST10123,8/20/21,388.11
CUST10691,4/21/23,2392.64
CUST10380,6/13/23,1521.71
CUST10034,7/18/24,695.36
CUST10841,7/28/24,176.46
CUST10295,7/2/24,1590.58
CUST10208,9/7/23,1609.08
CUST10742,1/13/24,1731.34
CUST10601,8/15/24,705.14
CUST10111,3/7/25,927.09
CUST10617,5/19/23,211.94
CUST10834,5/7/22,1894.81
CUST10750,6/6/23,294.81
CUST10264,10/29/22,716.29
CUST10017,1/22/23,993.21
CUST10264,12/16/21,358.8
CUST10981,11/19/24,588.78
CUST10987,9/19/22,1157.56
CUST10342,5/14/21,1791.23
CUST10113,4/21/24,646.33
CUST10408,3/19/24,245.69
CUST10921,12/27/23,882.23
CUST10471,8/12/24,1055.93
CUST10301,1/6/23,380.64
CUST10559,1/31/21,400.22
CUST10286,7/21/25,25.34
CUST10381,11/28/24,587.27
CUST10147,1/6/24,1266.87
CUST10504,6/23/24,349.74
CUST10059,12/1/21,720.66
CUST10106,11/15/24,698.65
CUST10387,12/14/23,535.84
CUST10909,3/16/24,597.13
CUST10455,4/19/22,1107.84
CUST10941,8/14/23,1388.29
CUST10320,1/13/23,58.28
CUST10911,6/17/22,789.19
CUST10007,1/14/23,738.28
CUST10912,9/15/24,189
CUST10948,6/7/25,387.9
CUST10862,11/25/24,1250.98
CUST10477,6/23/23,2243.37
CUST10644,8/2/24,214.53
CUST10240,4/1/25,1797.04
CUST10139,1/23/23,2308.87
CUST10321,12/25/24,689.1
CUST10153,4/1/25,102.97
CUST10208,7/22/25,282.01
CUST10496,12/7/24,693.45
CUST10886,1/6/24,554.87
CUST10175,11/21/23,856.92
CUST10926,5/27/25,2950.5
CUST10288,1/7/25,1109.51
CUST10352,1/14/24,624.65
CUST10224,10/16/24,1847.42
CUST10663,3/10/23,484.22
CUST10787,5/17/24,3828.45
CUST10716,6/26/25,568.21
CUST10684,4/24/25,69.48
CUST10908,1/23/25,1285.68
CUST10212,7/26/24,181.12
CUST10629,2/25/24,180.61
CUST10970,4/7/25,2344.42
CUST10062,2/8/25,378.67
CUST10618,5/16/23,97.96
CUST10465,3/7/23,508.06
CUST10812,3/12/24,1512.95
CUST10282,11/7/23,2396.44
CUST10687,5/1/23,1127.68
CUST10693,4/17/23,963.06
CUST10474,4/20/24,679.41
CUST10472,6/15/25,745.65
CUST10481,10/31/24,474.94
CUST10373,10/4/21,1011.97
CUST10437,10/24/21,687.42
CUST10433,11/21/24,394.04
CUST10069,7/31/22,2298.7
CUST10996,10/1/24,3489.81
CUST10964,9/7/22,1845.44
CUST10230,3/12/24,1785.4
CUST10352,10/29/22,1307.27
CUST10963,7/20/22,942.91
CUST10056,5/17/24,2392.96
CUST10332,4/20/24,599.96
CUST10106,9/12/24,710.82
CUST10684,3/28/24,838.11
CUST10392,8/15/24,2088.7
CUST10558,1/15/23,988.04
CUST10732,11/8/24,718.69
CUST10710,1/4/25,624.42
CUST10511,1/9/25,1823.61
CUST10338,7/15/24,1077.27
CUST10145,4/22/25,750.1
CUST10927,4/19/24,2885.85
CUST10207,1/12/24,1083.82
CUST10070,2/11/24,703.63
CUST10818,12/14/22,132.54
CUST10274,12/11/23,647.6
CUST10508,2/9/24,453.63
CUST10905,7/21/24,1797.48
CUST10498,11/30/24,1166.75
CUST10479,4/27/24,707.12
CUST10326,5/9/22,54.98
CUST10476,10/4/24,1062.79
CUST10556,6/18/23,462.02
CUST10082,9/21/24,1809.83
CUST10504,10/10/24,1477.53
CUST10611,11/15/24,1024.56
CUST10286,8/24/24,683.84
CUST10745,7/27/25,757.71
CUST10559,2/10/23,676.2
CUST10858,6/20/24,130.06
CUST10660,1/11/24,719.06
CUST10116,2/10/25,1035.48
CUST10724,5/9/22,581.35
CUST10585,11/8/24,675.84
CUST10827,11/13/23,1524
CUST10835,11/15/24,1203.71
CUST10134,1/27/25,672.59
CUST10913,12/19/24,266.67
CUST10426,10/11/22,1248.13
CUST10095,6/13/22,404.92
CUST10760,11/7/23,763.88
CUST10148,5/15/24,1354.72
CUST10935,5/19/23,2567.44
CUST10927,12/3/24,624.32
CUST10834,5/24/21,898.85
CUST10391,2/4/25,409.97
CUST10098,4/3/25,445.39
CUST10433,12/6/24,495.26
CUST10941,1/7/25,824.77
CUST10750,2/4/23,327.08
CUST10570,4/4/24,367.67
CUST10223,12/14/23,810.07
CUST10969,12/31/23,2760.95
CUST10150,4/23/25,457.52
CUST10003,4/22/25,597.07
CUST10573,3/16/23,344.09
CUST10695,12/22/21,358.28
CUST10632,12/2/24,240.32
CUST10115,12/18/21,686.79
CUST10957,8/6/24,899.83
CUST10849,9/24/22,1058.43
CUST10103,7/26/22,1090.57
CUST10083,10/3/23,347.41
CUST10660,11/29/24,825.78
CUST10338,4/17/24,453.7
CUST10127,12/28/22,481.81
CUST10693,9/25/23,204.3
CUST10596,5/5/25,531.57
CUST10572,1/4/25,1322.08
CUST10658,4/16/23,957.58
CUST10383,1/14/25,778.78
CUST10426,2/6/23,3261.12
CUST10699,2/1/23,526.93
CUST10404,5/16/25,1257.14
CUST10076,7/13/25,2801.34
CUST10423,3/13/24,585.1
CUST10879,8/21/24,503.87
CUST10842,6/29/25,1014.06
CUST10868,8/4/24,508.94
CUST10870,2/5/24,1536.52
CUST10662,3/15/25,915.45
CUST10461,7/22/24,1056.65
CUST10307,6/10/25,1016.26
CUST10761,8/14/21,765
CUST10797,6/1/24,1596.85
CUST10446,6/8/24,1762.74
CUST10955,8/1/23,1821.38
CUST10451,8/13/24,2000.55
CUST10407,12/19/23,848.5
CUST10637,1/15/25,1222.69
CUST10557,7/13/25,177.24
CUST10622,5/9/25,975.19
CUST10136,9/16/24,446.06
CUST10468,6/6/22,2720.3
CUST10618,7/4/22,1433.71
CUST10489,3/11/25,253.32
CUST10396,11/18/23,2562.18
CUST10882,2/22/24,331.77
CUST10108,5/16/22,1256.18
CUST10340,9/21/23,2230.61
CUST10284,9/15/22,512.95
CUST10641,12/1/21,2220.53
CUST10850,3/9/22,2443.9
CUST10144,1/28/25,831.46
CUST10271,7/5/22,794.81
CUST10674,9/5/21,1064.63
CUST10044,1/9/23,658.38
CUST10096,12/28/21,865.98
CUST10799,2/28/25,983.19
CUST10977,9/8/24,647.4
CUST10170,8/14/24,900.38
CUST10749,5/23/23,2381.92
CUST10674,11/12/24,1824.89
CUST10036,10/11/24,1549.02
CUST10004,8/29/23,1184.93
CUST10902,11/13/24,113.67
CUST10334,3/14/23,854.56
CUST10346,5/19/23,250.77
CUST10042,12/3/24,1343.07
CUST10165,3/24/22,813.93
CUST10431,1/3/24,1140.41
CUST10449,4/29/25,622.63
CUST10633,5/24/23,1067.38
CUST10017,9/10/22,89.42
CUST10441,1/12/21,599.6
CUST10562,9/13/20,197.33
CUST10579,6/17/25,352.01
CUST10411,4/1/24,1892.41
CUST10125,10/15/24,259.53
CUST10893,3/30/23,2178.44
CUST10695,12/8/23,933.52
CUST10404,6/23/24,1268.37
CUST10058,4/22/22,1492.01
CUST10028,2/17/22,1490.01
CUST10139,11/9/23,1339.7
CUST10245,4/25/25,241.13
CUST10989,4/30/23,2095.98
CUST10895,9/12/21,508.13
CUST10517,3/6/25,1055.81
CUST10497,1/29/25,587.15
CUST10664,5/30/25,1047.87
CUST10399,1/22/24,878.02
CUST10966,9/8/22,1655.46
CUST10321,3/26/25,489.93
CUST10131,7/25/25,1424.01
CUST10295,11/4/24,787.16
CUST10626,1/18/24,855.52
CUST10142,7/1/23,838.74
CUST10582,1/20/25,639.71
CUST10579,7/18/24,4314.81
CUST10875,1/5/25,418.04
CUST10143,4/16/25,453.89
CUST10567,1/16/24,2467.33
CUST10144,8/30/24,996.1
CUST10777,2/17/25,241.32
CUST10149,6/13/24,550.11
CUST10602,1/18/23,490.77
CUST10242,8/27/24,1437.7
CUST10743,6/29/25,886.42
CUST10915,6/15/24,1576.88
CUST10874,8/25/24,820.93
CUST10203,2/11/25,1019.6
CUST10947,5/15/23,1216.75
CUST10031,8/18/24,871.58
CUST10852,2/16/22,2402.13
CUST10972,4/17/24,237.15
CUST10217,2/9/23,1205.52
CUST10501,2/26/25,760.33
CUST10572,5/6/25,72.02
CUST10993,1/30/25,1124.35
CUST10468,8/29/23,447.35
CUST10806,3/17/25,2882.67
CUST10372,9/6/21,286.29
CUST10480,6/8/25,2253.81
CUST10648,2/18/24,306.47
CUST10438,7/26/24,1995.96
CUST10543,9/22/24,1401.75
CUST10000,10/3/22,961.52
CUST10430,12/31/24,1899.35
CUST10916,8/7/22,653.79
CUST10244,7/24/25,1006.31
CUST10727,2/28/23,588.01
CUST10388,10/27/24,2165.5
CUST10848,1/23/25,1073.92
CUST10878,7/29/25,755.12
CUST10273,7/7/24,426.13
CUST10633,9/17/24,338.17
CUST10958,11/26/24,70.76
CUST10964,4/11/23,495.83
CUST10027,9/23/24,3134.68
CUST10787,6/23/23,1601.14
CUST10538,10/10/24,1439.94
CUST10873,6/8/23,262.68
CUST10331,10/11/24,520.72
CUST10111,7/30/24,1058.16
CUST10826,8/8/24,1022.88
CUST10525,5/26/21,728.3
CUST10878,5/3/23,627.7
CUST10842,6/21/24,997.36
CUST10846,12/16/21,182.84
CUST10795,6/13/24,1202.76
CUST10853,5/13/25,3077.99
CUST10838,9/6/24,1060.88
CUST10251,3/23/25,384.69
CUST10438,10/1/24,3139.18
CUST10263,2/18/24,375.85
CUST10132,5/30/25,1267.88
CUST10904,5/14/22,959.31
CUST10533,7/1/24,717.71
CUST10479,5/9/25,2103.8
CUST10581,1/22/25,926.23
CUST10887,11/29/23,272.69
CUST10780,5/4/23,399.59
CUST10560,10/13/24,2963.69
CUST10376,12/17/24,602.81
CUST10257,3/17/25,324.97
CUST10918,4/25/23,1215.22
CUST10124,10/3/22,1615.98
CUST10897,9/1/24,781.78
CUST10754,11/4/24,2505.73
CUST10766,6/23/22,414.52
CUST10994,3/24/25,1042.56
CUST10762,7/16/24,585.65
CUST10954,8/24/24,1469.31
CUST10951,9/9/24,699.5
CUST10093,2/9/24,1048.53
CUST10728,11/8/23,1780.68
CUST10358,7/20/24,164.12
CUST10414,7/1/22,2913.39
CUST10452,12/4/20,1834.59
CUST10373,10/20/23,966.82
CUST10431,6/17/23,2755.76
CUST10939,5/23/24,221.88
CUST10692,7/11/25,670.23
CUST10518,3/14/23,2706.98
CUST10449,8/12/22,483.43
CUST10511,4/19/25,1496.93
CUST10385,2/1/23,730.7
CUST10549,5/27/25,1838.51
CUST10028,9/5/22,961.07
CUST10862,12/1/24,863.93
CUST10049,3/16/22,89.37
CUST10847,8/28/23,576.15
CUST10499,10/26/22,1083.87
CUST10869,9/12/23,417.86
CUST10330,8/6/23,1037.56
CUST10781,12/3/24,621.14
CUST10236,4/19/25,475.58
CUST10105,4/17/21,409.45
CUST10020,10/7/24,125.08
CUST10358,3/28/25,956.24
CUST10078,10/2/24,935.61
CUST10732,3/1/23,2271.75
CUST10183,1/30/21,2320.47
CUST10709,4/17/23,1090.74
CUST10486,8/22/24,389.93
CUST10125,1/27/25,840.27
CUST10236,6/23/22,1236.22
CUST10148,5/12/23,185.44
CUST10470,11/2/23,431.86
CUST10913,6/10/23,643.76
CUST10758,9/9/24,717.39
CUST10077,9/9/23,2398.41
CUST10171,8/30/23,1140.51
CUST10643,6/29/23,1149.43
CUST10285,3/7/25,590
